Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 97_19991102_ssd_forms_annotated.conllu      |                    3 |                13 |                   81.25 |
| 99_20000102_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 17_20000102_ssd_forms_annotated.conllu      |                   21 |                 9 |                   30    |
| dc1-3_ssd_forms_annotated.conllu            |                    8 |                 3 |                   27.27 |
| 15801_20000123_ssd_forms_annotated.conllu   |                   14 |                14 |                   50    |
| dc1-12_ssd_forms_annotated.conllu           |                    4 |                 6 |                   60    |
| 85_19990302_ssd_forms_annotated.conllu      |                    2 |                 8 |                   80    |
| 11977_20000215_ssd_forms_annotated.conllu   |                   10 |                 7 |                   41.18 |
| 14966_20000318_ssd_forms_annotated.conllu   |                    6 |                 2 |                   25    |
| 5830_20000307_ssd_forms_annotated.conllu    |                    4 |                 2 |                   33.33 |
| 35_20000202_c_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 27_20020801_c_ssd_forms_annotated.conllu    |                    5 |                 7 |                   58.33 |
| 21333_20000326_c_ssd_forms_annotated.conllu |                    3 |                 1 |                   25    |
| 122_19990202_ssd_forms_annotated.conllu     |                    8 |                13 |                   61.9  |
| 77_20000801_ssd_forms_annotated.conllu      |                    3 |                 4 |                   57.14 |
| 7380_20000209_ssd_forms_annotated.conllu    |                    5 |                 7 |                   58.33 |
| 18549_20000922_ssd_forms_annotated.conllu   |                    7 |                 7 |                   50    |
| 136_20010102_a_ssd_forms_annotated.conllu   |                    4 |                 1 |                   20    |
| 14_20011202_ssd_forms_annotated.conllu      |                   11 |                 1 |                    8.33 |
| 19_19990602_c_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 130_19990502_ssd_forms_annotated.conllu     |                    6 |                 6 |                   50    |
| 73_20000201_f_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 5560_20001007_ssd_forms_annotated.conllu    |                   16 |                 7 |                   30.43 |
| 16816_20000221_ssd_forms_annotated.conllu   |                    4 |                 4 |                   50    |
| 11714_20000314_ssd_forms_annotated.conllu   |                    5 |                 5 |                   50    |
| 74_20000903_ssd_forms_annotated.conllu      |                    6 |                 8 |                   57.14 |
| t4-2_ssd_forms_annotated.conllu             |                    1 |                 1 |                   50    |
| 26_19981201_ssd_forms_annotated.conllu      |                    4 |                 7 |                   63.64 |
| 16_20010901_ssd_forms_annotated.conllu      |                    8 |                 3 |                   27.27 |
| 18_19990602_c_ssd_forms_annotated.conllu    |                    6 |                 1 |                   14.29 |
| n1-2_ssd_forms_annotated.conllu             |                   12 |                 4 |                   25    |
| 144_20010302_ssd_forms_annotated.conllu     |                   11 |                 3 |                   21.43 |
| c1-1_ssd_forms_annotated.conllu             |                    9 |                 3 |                   25    |
| t1-4_ssd_forms_annotated.conllu             |                    4 |                 6 |                   60    |
| 73_20000201_j_ssd_forms_annotated.conllu    |                    1 |                 3 |                   75    |
| 120_20011001_ssd_forms_annotated.conllu     |                    1 |                 0 |                    0    |
| 182_20010701_ssd_forms_annotated.conllu     |                    1 |                 6 |                   85.71 |
| 111_19981202_ssd_forms_annotated.conllu     |                    0 |                 5 |                  100    |
| 9968_20000312_ssd_forms_annotated.conllu    |                    2 |                 2 |                   50    |
| c2-3_ssd_forms_annotated.conllu             |                    7 |                 3 |                   30    |
| a15-3_ssd_forms_annotated.conllu            |                   10 |                 6 |                   37.5  |
| a22-2_ssd_forms_annotated.conllu            |                   11 |                 3 |                   21.43 |
| 12432_20000416_ssd_forms_annotated.conllu   |                    6 |                 5 |                   45.45 |
| 54_20010802_b_ssd_forms_annotated.conllu    |                    4 |                 7 |                   63.64 |
| 16_20020601_b_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 13968_20000317_ssd_forms_annotated.conllu   |                    6 |                13 |                   68.42 |
| 5003_20000206_ssd_forms_annotated.conllu    |                   17 |                21 |                   55.26 |
| 20033_20000224_ssd_forms_annotated.conllu   |                    8 |                 6 |                   42.86 |
| 78_20020402_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 5703_20000809_ssd_forms_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 11553_20000817_ssd_forms_annotated.conllu   |                    2 |                 5 |                   71.43 |
| 22_19990201_ssd_forms_annotated.conllu      |                    8 |                13 |                   61.9  |
| 8253_20000812_ssd_forms_annotated.conllu    |                    7 |                 5 |                   41.67 |
| 25617_20000929_ssd_forms_annotated.conllu   |                    2 |                 6 |                   75    |
| 22039_20000926_ssd_forms_annotated.conllu   |                    7 |                 4 |                   36.36 |
| 13_19990302_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 2061_20000803_ssd_forms_annotated.conllu    |                    0 |                 4 |                  100    |
| 153_20020501_ssd_forms_annotated.conllu     |                    4 |                 0 |                    0    |
| 10209_20001114_ssd_forms_annotated.conllu   |                    2 |                 3 |                   60    |
| 2970_20000604_ssd_forms_annotated.conllu    |                    7 |                11 |                   61.11 |
| 5856_20000809_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 7291_20000112_ssd_forms_annotated.conllu    |                    1 |                 4 |                   80    |
| 6697_20000910_ssd_forms_annotated.conllu    |                    9 |                 9 |                   50    |
| 135_20020301_ssd_forms_annotated.conllu     |                    4 |                 7 |                   63.64 |
| 84_20020401_ssd_forms_annotated.conllu      |                    3 |                 4 |                   57.14 |
| 69_20000902_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 5315_20000207_ssd_forms_annotated.conllu    |                   22 |                 2 |                    8.33 |
| 2000060104_5-1_ssd_forms_annotated.conllu   |                    2 |                 6 |                   75    |
| 128_20010202_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 78_19990102_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| dc2-1_ssd_forms_annotated.conllu            |                    5 |                 6 |                   54.55 |
| 8552_20000310_ssd_forms_annotated.conllu    |                    0 |                 5 |                  100    |
| d1-13_ssd_forms_annotated.conllu            |                   12 |                 3 |                   20    |
| 96_19990601_ssd_forms_annotated.conllu      |                    6 |                 9 |                   60    |
| 70_20000501_ssd_forms_annotated.conllu      |                   17 |                 3 |                   15    |
| 26_19990301_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 21441_20001026_ssd_forms_annotated.conllu   |                   17 |                 6 |                   26.09 |
| t4-7_ssd_forms_annotated.conllu             |                    9 |                 1 |                   10    |
| 102_19981202_ssd_forms_annotated.conllu     |                    4 |                11 |                   73.33 |
| 3291_20000304_ssd_forms_annotated.conllu    |                    4 |                 1 |                   20    |
| 190_20011002_ssd_forms_annotated.conllu     |                   10 |                 3 |                   23.08 |
| 73_20000201_c_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| c4-2_ssd_forms_annotated.conllu             |                    6 |                 3 |                   33.33 |
| 108_20000601_b_ssd_forms_annotated.conllu   |                    0 |                 4 |                  100    |
| 159_20011002_ssd_forms_annotated.conllu     |                    7 |                 9 |                   56.25 |
| 113_20020302_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 57_20000601_b_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 41_20011001_ssd_forms_annotated.conllu      |                    6 |                 7 |                   53.85 |
| t1-1_ssd_forms_annotated.conllu             |                    8 |                 2 |                   20    |
| 17_20020103_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 3865_20000204_ssd_forms_annotated.conllu    |                    8 |                12 |                   60    |
| 70_20011102_ssd_forms_annotated.conllu      |                    5 |                 6 |                   54.55 |
| 24289_20000731_ssd_forms_annotated.conllu   |                   12 |                 4 |                   25    |
| 105_20020502_ssd_forms_annotated.conllu     |                    2 |                 3 |                   60    |
| c1-4_ssd_forms_annotated.conllu             |                    9 |                 2 |                   18.18 |
| 140_20011201_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 37_20020602_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| n1-7_ssd_forms_annotated.conllu             |                   15 |                 3 |                   16.67 |
| 129_20010502_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 4618_20001207_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 18_19990602_f_ssd_forms_annotated.conllu    |                    1 |                 5 |                   83.33 |
| 6296_20001109_ssd_forms_annotated.conllu    |                    5 |                 8 |                   61.54 |
| 110_20001202_ssd_forms_annotated.conllu     |                    2 |                 0 |                    0    |
| 75_20000301_ssd_forms_annotated.conllu      |                    3 |                 3 |                   50    |
| 171_20010602_ssd_forms_annotated.conllu     |                    3 |                 2 |                   40    |
| 189_20010701_ssd_forms_annotated.conllu     |                    1 |                 0 |                    0    |
| dc1-17_ssd_forms_annotated.conllu           |                    2 |                 1 |                   33.33 |
| 44_20000202_ssd_forms_annotated.conllu      |                    3 |                 2 |                   40    |
| dc1-6_ssd_forms_annotated.conllu            |                    2 |                 9 |                   81.82 |
| 17745_20000322_ssd_forms_annotated.conllu   |                    1 |                 4 |                   80    |
| 122_19990701_ssd_forms_annotated.conllu     |                    8 |                 7 |                   46.67 |
| 57_20000401_f_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 135_19981202_ssd_forms_annotated.conllu     |                    6 |                 1 |                   14.29 |
| 2000060111_5-1_ssd_forms_annotated.conllu   |                    4 |                11 |                   73.33 |
| 20070_20000525_ssd_forms_annotated.conllu   |                   10 |                17 |                   62.96 |
| 12_20010302_ssd_forms_annotated.conllu      |                    5 |                 3 |                   37.5  |
| 10_20010301_ssd_forms_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 3589_20000405_ssd_forms_annotated.conllu    |                    6 |                 5 |                   45.45 |
| 101_20020402_ssd_forms_annotated.conllu     |                   11 |                10 |                   47.62 |
| 21333_20000326_f_ssd_forms_annotated.conllu |                    2 |                 2 |                   50    |
| 19134_20000426_ssd_forms_annotated.conllu   |                    6 |                 2 |                   25    |
| 35_20000202_f_ssd_forms_annotated.conllu    |                    3 |                 3 |                   50    |
| 18451_20000425_ssd_forms_annotated.conllu   |                    4 |                 4 |                   50    |
| 158_19981101_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 154_20010102_ssd_forms_annotated.conllu     |                    3 |                 2 |                   40    |
| 29_19990103_ssd_forms_annotated.conllu      |                   17 |                 9 |                   34.62 |
| 93_20010701_ssd_forms_annotated.conllu      |                    7 |                 8 |                   53.33 |
| t5-2_ssd_forms_annotated.conllu             |                   11 |                 1 |                    8.33 |
| 53_20010802_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 18375_20000922_ssd_forms_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 69_20010201_m_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 17070_20000321_ssd_forms_annotated.conllu   |                    4 |                 6 |                   60    |
| 3_19981101_ssd_forms_annotated.conllu       |                    9 |                20 |                   68.97 |
| 12406_20000916_ssd_forms_annotated.conllu   |                    9 |                 2 |                   18.18 |
| 38_19990902_a_ssd_forms_annotated.conllu    |                    3 |                 3 |                   50    |
| 7_20000201_ssd_forms_annotated.conllu       |                    0 |                 5 |                  100    |
| 72_20020202_ssd_forms_annotated.conllu      |                    5 |                 7 |                   58.33 |
| 104_C-6_ssd_forms_annotated.conllu          |                    4 |                10 |                   71.43 |
| d1-3_ssd_forms_annotated.conllu             |                    9 |                 2 |                   18.18 |
| 35_19991202_ssd_forms_annotated.conllu      |                    2 |                14 |                   87.5  |
| 182_20010601_ssd_forms_annotated.conllu     |                    2 |                 0 |                    0    |
| 73_20000801_ssd_forms_annotated.conllu      |                    7 |                 8 |                   53.33 |
| a20-0_ssd_forms_annotated.conllu            |                    8 |                 7 |                   46.67 |
| 6036_20001108_ssd_forms_annotated.conllu    |                    2 |                 5 |                   71.43 |
| 113_19990501_d_ssd_forms_annotated.conllu   |                    0 |                 4 |                  100    |
| 69_20010201_a_ssd_forms_annotated.conllu    |                    3 |                 9 |                   75    |
| 132_20010301_ssd_forms_annotated.conllu     |                   17 |                 8 |                   32    |
| 9698_20000312_ssd_forms_annotated.conllu    |                    3 |                 2 |                   40    |
| 105_19990401_ssd_forms_annotated.conllu     |                   16 |                 6 |                   27.27 |
| 30_20020801_c_ssd_forms_annotated.conllu    |                    4 |                 1 |                   20    |
| 9462_20000115_ssd_forms_annotated.conllu    |                    8 |                 9 |                   52.94 |
| 37_19990901_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| a2-0_ssd_forms_annotated.conllu             |                    4 |                 2 |                   33.33 |
| 11099_20000915_ssd_forms_annotated.conllu   |                    8 |                 1 |                   11.11 |
| 2005_20000904_ssd_forms_annotated.conllu    |                    9 |                 4 |                   30.77 |
| 4239_20000706_ssd_forms_annotated.conllu    |                    4 |                 3 |                   42.86 |
| 91_20010301_ssd_forms_annotated.conllu      |                    5 |                 7 |                   58.33 |
| 58_20010301_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 19413_20000524_ssd_forms_annotated.conllu   |                    2 |                 8 |                   80    |
| 8656_20000813_ssd_forms_annotated.conllu    |                    4 |                 7 |                   63.64 |
| 17317_20000221_ssd_forms_annotated.conllu   |                    2 |                10 |                   83.33 |
| 2232_20001103_ssd_forms_annotated.conllu    |                    4 |                 5 |                   55.56 |
| 146_19991001_ssd_forms_annotated.conllu     |                   11 |                 7 |                   38.89 |
| dc10-3_ssd_forms_annotated.conllu           |                    2 |                 9 |                   81.82 |
| 64_19990102_ssd_forms_annotated.conllu      |                    2 |                 4 |                   66.67 |
| 157_20010202_a_ssd_forms_annotated.conllu   |                    2 |                 0 |                    0    |
| 8195_20000812_ssd_forms_annotated.conllu    |                    6 |                 7 |                   53.85 |
| 14_20020402_ssd_forms_annotated.conllu      |                    6 |                 2 |                   25    |
| 8058_20000912_ssd_forms_annotated.conllu    |                    3 |                 5 |                   62.5  |
| d2-16_ssd_forms_annotated.conllu            |                   13 |                 1 |                    7.14 |
| 24407_20000731_ssd_forms_annotated.conllu   |                    1 |                 4 |                   80    |
| 2692_20000705_ssd_forms_annotated.conllu    |                    5 |                 6 |                   54.55 |
| 11_19990702_ssd_forms_annotated.conllu      |                   17 |                 6 |                   26.09 |
| 71_19991201_h_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| 2735_20000504_ssd_forms_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 10376_20001114_ssd_forms_annotated.conllu   |                    5 |                 7 |                   58.33 |
| 135_19991201_e_ssd_forms_annotated.conllu   |                    3 |                 3 |                   50    |
| 47_20000102_ssd_forms_annotated.conllu      |                    3 |                 4 |                   57.14 |
| 71_20001002_b_ssd_forms_annotated.conllu    |                    1 |                 3 |                   75    |
| 73_20010902_ssd_forms_annotated.conllu      |                   14 |                11 |                   44    |
| 26_19990701_c_ssd_forms_annotated.conllu    |                    5 |                 1 |                   16.67 |
| dc3-14_ssd_forms_annotated.conllu           |                    3 |                 2 |                   40    |
| 134_19981101_ssd_forms_annotated.conllu     |                   34 |                15 |                   30.61 |
| 2484_20000704_ssd_forms_annotated.conllu    |                    3 |                 5 |                   62.5  |
| 11_19990902_ssd_forms_annotated.conllu      |                   11 |                 7 |                   38.89 |
| t3-3_ssd_forms_annotated.conllu             |                   12 |                 5 |                   29.41 |
| 99_20020301_ssd_forms_annotated.conllu      |                    5 |                13 |                   72.22 |
| 1587_20000703_ssd_forms_annotated.conllu    |                    2 |                 6 |                   75    |
| d2-4_ssd_forms_annotated.conllu             |                    7 |                 6 |                   46.15 |
| 23_20000201_d_ssd_forms_annotated.conllu    |                    3 |                 2 |                   40    |
| 141_19990302_ssd_forms_annotated.conllu     |                    8 |                 6 |                   42.86 |
| 13973_20000518_ssd_forms_annotated.conllu   |                    5 |                 7 |                   58.33 |
| 6874_20000910_ssd_forms_annotated.conllu    |                    8 |                11 |                   57.89 |
| d2-8_ssd_forms_annotated.conllu             |                    6 |                 5 |                   45.45 |
| 21_20000202_c_ssd_forms_annotated.conllu    |                    0 |                 1 |                  100    |
| 102_20011002_ssd_forms_annotated.conllu     |                    6 |                 8 |                   57.14 |
| 11177_20000817_ssd_forms_annotated.conllu   |                    1 |                 6 |                   85.71 |
| 111_C-6_ssd_forms_annotated.conllu          |                    4 |                 8 |                   66.67 |
| 126_20000401_ssd_forms_annotated.conllu     |                   32 |                16 |                   33.33 |
| n1-13_ssd_forms_annotated.conllu            |                    8 |                 8 |                   50    |
| 15197_20000823_ssd_forms_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 8222_20000310_ssd_forms_annotated.conllu    |                    4 |                 7 |                   63.64 |
| 7_20010302_ssd_forms_annotated.conllu       |                    1 |                 5 |                   83.33 |
| 71_19991201_d_ssd_forms_annotated.conllu    |                    3 |                 2 |                   40    |
| t6-5_ssd_forms_annotated.conllu             |                    3 |                 3 |                   50    |
| 15989_20001221_ssd_forms_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 16875_20000321_ssd_forms_annotated.conllu   |                    9 |                 4 |                   30.77 |
| 14149_20001118_ssd_forms_annotated.conllu   |                    7 |                 3 |                   30    |
| 85_20000401_ssd_forms_annotated.conllu      |                   11 |                 8 |                   42.11 |
| 125_19990501_ssd_forms_annotated.conllu     |                   11 |                 8 |                   42.11 |
| e2-2_ssd_forms_annotated.conllu             |                    3 |                 9 |                   75    |
| 10_20010103_ssd_forms_annotated.conllu      |                    3 |                 0 |                    0    |
| 80_20010302_ssd_forms_annotated.conllu      |                    0 |                 7 |                  100    |
| dc10-12_ssd_forms_annotated.conllu          |                   10 |                 4 |                   28.57 |
| r2-7_ssd_forms_annotated.conllu             |                   12 |                 4 |                   25    |
| 78_20010201_ssd_forms_annotated.conllu      |                    6 |                 3 |                   33.33 |
| 56_20000801_j_ssd_forms_annotated.conllu    |                    1 |                 3 |                   75    |
| dc3-8_ssd_forms_annotated.conllu            |                    4 |                 6 |                   60    |
| 76_19981201_ssd_forms_annotated.conllu      |                    6 |                 6 |                   50    |
| 4633_20001207_ssd_forms_annotated.conllu    |                    3 |                 7 |                   70    |
| dc2-12_ssd_forms_annotated.conllu           |                    9 |                 6 |                   40    |
| 108_20000602_ssd_forms_annotated.conllu     |                    0 |                 4 |                  100    |
| 18827_20000323_ssd_forms_annotated.conllu   |                    6 |                 1 |                   14.29 |
| 7_19991102_ssd_forms_annotated.conllu       |                    6 |                 5 |                   45.45 |
| 5606_20000207_ssd_forms_annotated.conllu    |                    4 |                 6 |                   60    |
| 56_20000801_f_ssd_forms_annotated.conllu    |                    2 |                 2 |                   50    |
| dc3-4_ssd_forms_annotated.conllu            |                    4 |                 6 |                   60    |
| 81_20001001_ssd_forms_annotated.conllu      |                    7 |                 3 |                   30    |
| 30_19990102_ssd_forms_annotated.conllu      |                    5 |                 4 |                   44.44 |
| 20072_20000924_ssd_forms_annotated.conllu   |                    5 |                 8 |                   61.54 |
| 102_19990202_ssd_forms_annotated.conllu     |                   11 |                12 |                   52.17 |
| a1-7_ssd_forms_annotated.conllu             |                    5 |                 1 |                   16.67 |
| 4_20020601_b_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 143_20011101_ssd_forms_annotated.conllu     |                    0 |                 3 |                  100    |
| 3260_20000505_ssd_forms_annotated.conllu    |                    5 |                 8 |                   61.54 |
| 24052_20000229_ssd_forms_annotated.conllu   |                    6 |                 5 |                   45.45 |
| 13_19991201_ssd_forms_annotated.conllu      |                    6 |                 0 |                    0    |
| 21176_20000626_ssd_forms_annotated.conllu   |                    6 |                12 |                   66.67 |
| 56_20000801_m_ssd_forms_annotated.conllu    |                    3 |                 0 |                    0    |
| r2-0_ssd_forms_annotated.conllu             |                   12 |                 4 |                   25    |
| 204_20010701_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 13853_20000918_ssd_forms_annotated.conllu   |                   17 |                 2 |                   10.53 |
| 25_20011101_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 17887_20000622_ssd_forms_annotated.conllu   |                    2 |                 8 |                   80    |
| 20667_20000128_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 91_19990701_ssd_forms_annotated.conllu      |                   10 |                 4 |                   28.57 |
| 186_20010401_ssd_forms_annotated.conllu     |                    2 |                 0 |                    0    |
| 18483_20000126_ssd_forms_annotated.conllu   |                    6 |                11 |                   64.71 |
| 3047_20000106_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 16223_20001020_ssd_forms_annotated.conllu   |                    6 |                 1 |                   14.29 |
| t4-10_ssd_forms_annotated.conllu            |                    4 |                 8 |                   66.67 |
| 112_19981202_ssd_forms_annotated.conllu     |                   17 |                 2 |                   10.53 |
| a1-0_ssd_forms_annotated.conllu             |                   11 |                 0 |                    0    |
| 23573_20001029_ssd_forms_annotated.conllu   |                    7 |                 3 |                   30    |
| 12469_20001216_ssd_forms_annotated.conllu   |                    3 |                 5 |                   62.5  |
| 6_20010702_ssd_forms_annotated.conllu       |                    7 |                 0 |                    0    |
| 4_20010701_ssd_forms_annotated.conllu       |                    4 |                 1 |                   20    |
| 56_20000801_a_ssd_forms_annotated.conllu    |                    3 |                10 |                   76.92 |
| dc3-3_ssd_forms_annotated.conllu            |                    3 |                 7 |                   70    |
| 79_20020401_ssd_forms_annotated.conllu      |                   47 |                12 |                   20.34 |
| 78_19981202_ssd_forms_annotated.conllu      |                    7 |                15 |                   68.18 |
| 41_19991002_ssd_forms_annotated.conllu      |                    6 |                 4 |                   40    |
| t3-4_ssd_forms_annotated.conllu             |                   22 |                 4 |                   15.38 |
| 18968_20000223_ssd_forms_annotated.conllu   |                    6 |                 4 |                   40    |
| 6627_20000509_ssd_forms_annotated.conllu    |                    7 |                 4 |                   36.36 |
| 4800_20000406_ssd_forms_annotated.conllu    |                    7 |                 4 |                   36.36 |
| 10409_20000413_ssd_forms_annotated.conllu   |                    8 |                 2 |                   20    |
| 149_20010502_ssd_forms_annotated.conllu     |                   10 |                 6 |                   37.5  |
| 17704_20000522_ssd_forms_annotated.conllu   |                    2 |                 9 |                   81.82 |
| 23278_20001129_ssd_forms_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 22163_20000527_ssd_forms_annotated.conllu   |                    6 |                 6 |                   50    |
| d2-3_ssd_forms_annotated.conllu             |                    8 |                 5 |                   38.46 |
| 45_20010302_ssd_forms_annotated.conllu      |                   16 |                11 |                   40.74 |
| 97_19990602_ssd_forms_annotated.conllu      |                    2 |                 3 |                   60    |
| 122_20011202_ssd_forms_annotated.conllu     |                   18 |                 7 |                   28    |
| 20090_20000830_ssd_forms_annotated.conllu   |                    9 |                 2 |                   18.18 |
| 135_19991201_b_ssd_forms_annotated.conllu   |                    1 |                 3 |                   75    |
| 120_20020501_ssd_forms_annotated.conllu     |                    4 |                 2 |                   33.33 |
| 5671_20000708_ssd_forms_annotated.conllu    |                    6 |                 5 |                   45.45 |
| a14-1_ssd_forms_annotated.conllu            |                    7 |                 4 |                   36.36 |
| 13476_20000120_ssd_forms_annotated.conllu   |                    7 |                 5 |                   41.67 |
| dc3-13_ssd_forms_annotated.conllu           |                    3 |                 7 |                   70    |
| 93_20020202_ssd_forms_annotated.conllu      |                    0 |                 4 |                  100    |
| 26_19990701_d_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| n1-14_ssd_forms_annotated.conllu            |                    9 |                 7 |                   43.75 |
| 8725_20000411_ssd_forms_annotated.conllu    |                    7 |                 6 |                   46.15 |
| t6-2_ssd_forms_annotated.conllu             |                   12 |                 0 |                    0    |
| 47_19990401_ssd_forms_annotated.conllu      |                    7 |                10 |                   58.82 |
| 38_20020502_ssd_forms_annotated.conllu      |                    2 |                 5 |                   71.43 |
| 71_19991201_c_ssd_forms_annotated.conllu    |                    0 |                 5 |                  100    |
| 23_20000201_c_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 20443_20000128_ssd_forms_annotated.conllu   |                    8 |                 7 |                   46.67 |
| 111_C-1_ssd_forms_annotated.conllu          |                    5 |                14 |                   73.68 |
| 21_20000202_d_ssd_forms_annotated.conllu    |                    4 |                 2 |                   33.33 |
| 64_20000401_ssd_forms_annotated.conllu      |                    3 |                16 |                   84.21 |
| dc10-8_ssd_forms_annotated.conllu           |                    6 |                 8 |                   57.14 |
| 21758_20000627_ssd_forms_annotated.conllu   |                   12 |                 6 |                   33.33 |
| 97_19981201_ssd_forms_annotated.conllu      |                    3 |                 2 |                   40    |
| 30_20020801_d_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 20_20000201_c_ssd_forms_annotated.conllu    |                    2 |                 3 |                   60    |
| e1-2_ssd_forms_annotated.conllu             |                    6 |                 6 |                   50    |
| 127_19990602_ssd_forms_annotated.conllu     |                   14 |                 1 |                    6.67 |
| 20428_20000525_ssd_forms_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 77_20010502_ssd_forms_annotated.conllu      |                    6 |                 9 |                   60    |
| 6304_20000909_ssd_forms_annotated.conllu    |                   16 |                 7 |                   30.43 |
| 7848_20001110_ssd_forms_annotated.conllu    |                    5 |                 5 |                   50    |
| 5332_20000207_ssd_forms_annotated.conllu    |                   18 |                 8 |                   30.77 |
| 30_20020801_h_ssd_forms_annotated.conllu    |                    2 |                 2 |                   50    |
| d2-11_ssd_forms_annotated.conllu            |                   10 |                 4 |                   28.57 |
| 11476_20000614_ssd_forms_annotated.conllu   |                    3 |                 0 |                    0    |
| 49_19990601_a_ssd_forms_annotated.conllu    |                    1 |                 6 |                   85.71 |
| 24_19990401_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| dc10-4_ssd_forms_annotated.conllu           |                   10 |                 5 |                   33.33 |
| 38_19990902_f_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 158_20010501_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 193_20010502_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 8_20010401_ssd_forms_annotated.conllu       |                    7 |                 3 |                   30    |
| c5-0_ssd_forms_annotated.conllu             |                    9 |                 2 |                   18.18 |
| 99_19991001_ssd_forms_annotated.conllu      |                    2 |                 0 |                    0    |
| a12-0_ssd_forms_annotated.conllu            |                    6 |                 5 |                   45.45 |
| d1-8_ssd_forms_annotated.conllu             |                    7 |                 6 |                   46.15 |
| 36_19990301_ssd_forms_annotated.conllu      |                    6 |                 5 |                   45.45 |
| 20077_20001125_ssd_forms_annotated.conllu   |                    4 |                 3 |                   42.86 |
| t5-5_ssd_forms_annotated.conllu             |                    9 |                 2 |                   18.18 |
| 116_19991201_ssd_forms_annotated.conllu     |                    9 |                 2 |                   18.18 |
| 69_20010201_j_ssd_forms_annotated.conllu    |                    3 |                 0 |                    0    |
| 17069_20000423_ssd_forms_annotated.conllu   |                   11 |                 7 |                   38.89 |
| 90_20010701_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 51_20000402_ssd_forms_annotated.conllu      |                    6 |                 3 |                   33.33 |
| 3_20020302_ssd_forms_annotated.conllu       |                    5 |                11 |                   68.75 |
| 69_20010201_f_ssd_forms_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 125_20020301_ssd_forms_annotated.conllu     |                    9 |                 4 |                   30.77 |
| 113_20001202_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 113_19990501_c_ssd_forms_annotated.conllu   |                    0 |                 8 |                  100    |
