Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 93_20001001_ssd_annotated.conllu      |                    9 |                13 |                   59.09 |
| 121_19991202_b_ssd_annotated.conllu   |                    0 |                 3 |                  100    |
| 14819_20000121_ssd_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 80_20000701_ssd_annotated.conllu      |                    8 |                17 |                   68    |
| 71_20010702_ssd_annotated.conllu      |                    7 |                 5 |                   41.67 |
| 56_20000801_a_ssd_annotated.conllu    |                    6 |                 7 |                   53.85 |
| 18_19990602_g_ssd_annotated.conllu    |                    3 |                 0 |                    0    |
| 17655_20000125_ssd_annotated.conllu   |                    4 |                 7 |                   63.64 |
| 19_19990901_ssd_annotated.conllu      |                    3 |                 2 |                   40    |
| c2-5_ssd_annotated.conllu             |                   11 |                 0 |                    0    |
| 81_20000201_ssd_annotated.conllu      |                    3 |                 9 |                   75    |
| 20131_20000224_ssd_annotated.conllu   |                    9 |                 6 |                   40    |
| dc1-12_ssd_annotated.conllu           |                    5 |                 5 |                   50    |
| 104_C-6_ssd_annotated.conllu          |                    4 |                10 |                   71.43 |
| 73_20000201_d_ssd_annotated.conllu    |                    1 |                 1 |                   50    |
| dc10-3_ssd_annotated.conllu           |                    1 |                10 |                   90.91 |
| a22-1_ssd_annotated.conllu            |                   16 |                 1 |                    5.88 |
| 115_20010901_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 20305_20001025_ssd_annotated.conllu   |                    4 |                17 |                   80.95 |
| 8725_20000411_ssd_annotated.conllu    |                    7 |                 6 |                   46.15 |
| 9_20010601_b_ssd_annotated.conllu     |                   12 |                13 |                   52    |
| t5-9_ssd_annotated.conllu             |                   18 |                 2 |                   10    |
| d1-14_ssd_annotated.conllu            |                   14 |                 2 |                   12.5  |
| 35_20000402_ssd_annotated.conllu      |                    0 |                 1 |                  100    |
| 8815_20000114_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 92_19990601_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 50_20020602_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 71_19991201_a_ssd_annotated.conllu    |                    3 |                 4 |                   57.14 |
| 50_19991101_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| a1-6_ssd_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 23030_20000228_ssd_annotated.conllu   |                    9 |                14 |                   60.87 |
| 81_19991101_ssd_annotated.conllu      |                    5 |                 7 |                   58.33 |
| 204_c-4_ssd_annotated.conllu          |                    5 |                12 |                   70.59 |
| 4831_20000306_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 91_20020402_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 17887_20000622_ssd_annotated.conllu   |                    5 |                 5 |                   50    |
| 85_20020501_ssd_annotated.conllu      |                   22 |                 8 |                   26.67 |
| 18_19990602_b_ssd_annotated.conllu    |                    5 |                 1 |                   16.67 |
| 56_20000801_d_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 110_20010502_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 8039_20000610_ssd_annotated.conllu    |                    6 |                 8 |                   57.14 |
| 146_19990702_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 16807_20000522_ssd_annotated.conllu   |                    2 |                 3 |                   60    |
| 21_20000501_ssd_annotated.conllu      |                   21 |                21 |                   50    |
| 86_19990702_ssd_annotated.conllu      |                    0 |                 7 |                  100    |
| a27-0_ssd_annotated.conllu            |                   12 |                 6 |                   33.33 |
| n1-6_ssd_annotated.conllu             |                   12 |                 5 |                   29.41 |
| 9_20010702_ssd_annotated.conllu       |                    6 |                 2 |                   25    |
| 84_20010802_ssd_annotated.conllu      |                    0 |                 1 |                  100    |
| 3_19990102_ssd_annotated.conllu       |                   14 |                13 |                   48.15 |
| 3_20020103_ssd_annotated.conllu       |                    1 |                 2 |                   66.67 |
| 82_20010302_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| 35_20000103_ssd_annotated.conllu      |                   11 |                14 |                   56    |
| 141_19990302_ssd_annotated.conllu     |                    6 |                 5 |                   45.45 |
| 48_19990802_ssd_annotated.conllu      |                    6 |                 5 |                   45.45 |
| 21196_20000129_ssd_annotated.conllu   |                    0 |                 9 |                  100    |
| 5253_20001207_ssd_annotated.conllu    |                    0 |                 8 |                  100    |
| 5405_20000908_ssd_annotated.conllu    |                    2 |                11 |                   84.62 |
| 12967_20000417_ssd_annotated.conllu   |                    3 |                 5 |                   62.5  |
| dc2-6_ssd_annotated.conllu            |                   10 |                 1 |                    9.09 |
| 22738_20000628_ssd_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 64_19990103_ssd_annotated.conllu      |                    3 |                 1 |                   25    |
| 8933_20000211_ssd_annotated.conllu    |                    2 |                 7 |                   77.78 |
| 38_20010701_ssd_annotated.conllu      |                  102 |                30 |                   22.73 |
| 1538_20001103_ssd_annotated.conllu    |                    5 |                 6 |                   54.55 |
| d2-4_ssd_annotated.conllu             |                    8 |                 5 |                   38.46 |
| 142_20010302_ssd_annotated.conllu     |                    4 |                10 |                   71.43 |
| 38_20020502_ssd_annotated.conllu      |                    4 |                 3 |                   42.86 |
| 113_19990501_e_ssd_annotated.conllu   |                    2 |                 2 |                   50    |
| 20613_20000428_ssd_annotated.conllu   |                    8 |                 6 |                   42.86 |
| 129_20020502_ssd_annotated.conllu     |                    9 |                 2 |                   18.18 |
| 23_19990601_ssd_annotated.conllu      |                    8 |                 2 |                   20    |
| 84_20000402_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 44_20000902_ssd_annotated.conllu      |                    8 |                 4 |                   33.33 |
| 204_C-1_ssd_annotated.conllu          |                    7 |                10 |                   58.82 |
| 5786_20000407_ssd_annotated.conllu    |                    5 |                 7 |                   58.33 |
| 67_19990901_ssd_annotated.conllu      |                    4 |                 6 |                   60    |
| 39_20010201_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 122_19990401_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 30_20010401_ssd_annotated.conllu      |                    2 |                 3 |                   60    |
| 71_19991201_d_ssd_annotated.conllu    |                    4 |                 1 |                   20    |
| 9580_20000512_ssd_annotated.conllu    |                    1 |                12 |                   92.31 |
| a1-3_ssd_annotated.conllu             |                   12 |                 0 |                    0    |
| 121_20010401_ssd_annotated.conllu     |                    2 |                 1 |                   33.33 |
| d1-11_ssd_annotated.conllu            |                    9 |                 2 |                   18.18 |
| 66_19990601_ssd_annotated.conllu      |                    9 |                12 |                   57.14 |
| 150_20011102_ssd_annotated.conllu     |                    3 |                 4 |                   57.14 |
| 73_20000201_a_ssd_annotated.conllu    |                    2 |                 6 |                   75    |
| a22-4_ssd_annotated.conllu            |                   10 |                 2 |                   16.67 |
| dc10-6_ssd_annotated.conllu           |                    8 |                 3 |                   27.27 |
| 23_20000201_c_ssd_annotated.conllu    |                    2 |                 0 |                    0    |
| 24050_20000928_ssd_annotated.conllu   |                    5 |                10 |                   66.67 |
| 118_20010602_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| dc1-17_ssd_annotated.conllu           |                    1 |                 2 |                   66.67 |
| 104_c-3_ssd_annotated.conllu          |                    6 |                12 |                   66.67 |
| 35_20000202_e_ssd_annotated.conllu    |                    0 |                 4 |                  100    |
| 10084_20000313_ssd_annotated.conllu   |                    7 |                 5 |                   41.67 |
| 102_19990202_ssd_annotated.conllu     |                   12 |                11 |                   47.83 |
| 71_20001002_c_ssd_annotated.conllu    |                    1 |                 4 |                   80    |
| 72_20020202_ssd_annotated.conllu      |                    3 |                 9 |                   75    |
| 19811_20000427_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| 2162_20000303_ssd_annotated.conllu    |                    3 |                 5 |                   62.5  |
| c2-0_ssd_annotated.conllu             |                   11 |                 1 |                    8.33 |
| 21342_20000526_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| e2-3_ssd_annotated.conllu             |                    7 |                 3 |                   30    |
| 5976_20001008_ssd_annotated.conllu    |                    8 |                10 |                   55.56 |
| 132_20010602_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 39_19990202_ssd_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 16_19990901_ssd_annotated.conllu      |                   18 |                 3 |                   14.29 |
| 14_20020402_ssd_annotated.conllu      |                    5 |                 3 |                   37.5  |
| 16_20020601_a_ssd_annotated.conllu    |                    1 |                 1 |                   50    |
| 57_20000601_d_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| t4-13_ssd_annotated.conllu            |                    5 |                 3 |                   37.5  |
| 21553_20000429_ssd_annotated.conllu   |                    3 |                 2 |                   40    |
| 53_19990901_ssd_annotated.conllu      |                    1 |                 7 |                   87.5  |
| 24215_20001030_ssd_annotated.conllu   |                    4 |                12 |                   75    |
| t5-3_ssd_annotated.conllu             |                   10 |                 3 |                   23.08 |
| 20165_20000224_ssd_annotated.conllu   |                    6 |                 3 |                   33.33 |
| dc10-9_ssd_annotated.conllu           |                    9 |                 2 |                   18.18 |
| 14353_20000618_ssd_annotated.conllu   |                    6 |                 5 |                   45.45 |
| 6552_20000810_ssd_annotated.conllu    |                    5 |                 7 |                   58.33 |
| 21_20000601_a_ssd_annotated.conllu    |                   10 |                 2 |                   16.67 |
| 18886_20000323_ssd_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 56_20000801_k_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 32_19981202_ssd_annotated.conllu      |                    4 |                 4 |                   50    |
| 44_20011001_ssd_annotated.conllu      |                    9 |                 6 |                   40    |
| 3_20020302_ssd_annotated.conllu       |                    7 |                 9 |                   56.25 |
| 25_19991202_ssd_annotated.conllu      |                   25 |                 5 |                   16.67 |
| r2-5_ssd_annotated.conllu             |                   10 |                 6 |                   37.5  |
| 21_20001002_ssd_annotated.conllu      |                    3 |                 1 |                   25    |
| n1-9_ssd_annotated.conllu             |                   12 |                 4 |                   25    |
| 54_20010802_b_ssd_annotated.conllu    |                    2 |                 9 |                   81.82 |
| 18465_20001023_ssd_annotated.conllu   |                    4 |                16 |                   80    |
| 20551_20000128_ssd_annotated.conllu   |                    1 |                 2 |                   66.67 |
| dc2-9_ssd_annotated.conllu            |                    2 |                 8 |                   80    |
| 189_20010701_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 13710_20001017_ssd_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 148_19991001_ssd_annotated.conllu     |                    5 |                 3 |                   37.5  |
| 4398_20000706_ssd_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 158_20010701_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 15197_20000823_ssd_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 59_19991001_ssd_annotated.conllu      |                   11 |                 6 |                   35.29 |
| 49_20020502_ssd_annotated.conllu      |                    2 |                 4 |                   66.67 |
| 19695_20000427_ssd_annotated.conllu   |                    6 |                12 |                   66.67 |
| 5671_20000708_ssd_annotated.conllu    |                    7 |                 4 |                   36.36 |
| 10044_20000313_ssd_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 21333_20000326_e_ssd_annotated.conllu |                    1 |                 4 |                   80    |
| 4683_20001107_ssd_annotated.conllu    |                    6 |                15 |                   71.43 |
| 15311_20001220_ssd_annotated.conllu   |                    2 |                 1 |                   33.33 |
| 3976_20000108_ssd_annotated.conllu    |                    8 |                 8 |                   50    |
| 53_20000202_ssd_annotated.conllu      |                    0 |                 6 |                  100    |
| 16_20000202_ssd_annotated.conllu      |                   18 |                 4 |                   18.18 |
| 49_19990601_c_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 7_19981102_ssd_annotated.conllu       |                    4 |                 1 |                   20    |
| a20-0_ssd_annotated.conllu            |                    7 |                 8 |                   53.33 |
| 107_20000202_ssd_annotated.conllu     |                    2 |                 5 |                   71.43 |
| 63_20020202_ssd_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 24984_20000630_ssd_annotated.conllu   |                   13 |                 4 |                   23.53 |
| 7351_20000911_ssd_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 15386_20000720_ssd_annotated.conllu   |                    2 |                 7 |                   77.78 |
| 44_19981102_ssd_annotated.conllu      |                    1 |                 6 |                   85.71 |
| t5-6_ssd_annotated.conllu             |                    6 |                 4 |                   40    |
| 135_19991201_c_ssd_annotated.conllu   |                    3 |                 2 |                   40    |
| 71_20000903_ssd_annotated.conllu      |                    8 |                 3 |                   27.27 |
| 2000060211_6-2_ssd_annotated.conllu   |                   10 |                 3 |                   23.08 |
| 64_19991101_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| 57_20000601_a_ssd_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 123_19990601_ssd_annotated.conllu     |                    7 |                 5 |                   41.67 |
| 17984_20000222_ssd_annotated.conllu   |                    7 |                 3 |                   30    |
| 95_20000402_ssd_annotated.conllu      |                    2 |                 0 |                    0    |
| 34_20000903_ssd_annotated.conllu      |                   14 |                13 |                   48.15 |
| 6354_20000909_ssd_annotated.conllu    |                    3 |                 5 |                   62.5  |
| a14-1_ssd_annotated.conllu            |                    8 |                 3 |                   27.27 |
| 75_20020102_ssd_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 15021_20000218_ssd_annotated.conllu   |                    6 |                 7 |                   53.85 |
| 159_20011002_ssd_annotated.conllu     |                    8 |                 7 |                   46.67 |
| 69_20010201_e_ssd_annotated.conllu    |                    2 |                 5 |                   71.43 |
| 17116_20000722_ssd_annotated.conllu   |                    6 |                 8 |                   57.14 |
| 10150_20001114_ssd_annotated.conllu   |                   30 |                12 |                   28.57 |
| 6_20010702_ssd_annotated.conllu       |                    6 |                 1 |                   14.29 |
| 151_19990702_a_ssd_annotated.conllu   |                    9 |                 2 |                   18.18 |
| 6_20020501_ssd_annotated.conllu       |                    3 |                 3 |                   50    |
| 76_20010103_ssd_annotated.conllu      |                    1 |                 6 |                   85.71 |
| 125_19990701_ssd_annotated.conllu     |                    1 |                 3 |                   75    |
| r2-0_ssd_annotated.conllu             |                   11 |                 5 |                   31.25 |
| 24_20011001_ssd_annotated.conllu      |                    0 |                 1 |                  100    |
| 102_20011002_ssd_annotated.conllu     |                    6 |                 8 |                   57.14 |
| 8_20010502_ssd_annotated.conllu       |                    0 |                 2 |                  100    |
| 2000060104_5-2_ssd_annotated.conllu   |                    7 |                 4 |                   36.36 |
| 8484_20000210_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 17231_20001122_ssd_annotated.conllu   |                    4 |                 6 |                   60    |
| 157_20011202_ssd_annotated.conllu     |                    2 |                 4 |                   66.67 |
| 136_20010501_ssd_annotated.conllu     |                    7 |                 4 |                   36.36 |
| 6315_20001209_ssd_annotated.conllu    |                    6 |                 5 |                   45.45 |
| 126_20020502_ssd_annotated.conllu     |                    5 |                 3 |                   37.5  |
| 4900_20000407_ssd_annotated.conllu    |                    9 |                 7 |                   43.75 |
| 19996_20000726_ssd_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 111_20010702_ssd_annotated.conllu     |                    1 |                 2 |                   66.67 |
| 101_19991002_ssd_annotated.conllu     |                    3 |                10 |                   76.92 |
| 21_20000601_d_ssd_annotated.conllu    |                    3 |                 0 |                    0    |
| c5-0_ssd_annotated.conllu             |                   10 |                 1 |                    9.09 |
| 18381_20000322_ssd_annotated.conllu   |                   11 |                 9 |                   45    |
| dc1-9_ssd_annotated.conllu            |                    6 |                 4 |                   40    |
| 23978_20000629_ssd_annotated.conllu   |                    9 |                 5 |                   35.71 |
| 3_19981101_ssd_annotated.conllu       |                    6 |                23 |                   79.31 |
| 21_20000202_d_ssd_annotated.conllu    |                    3 |                 2 |                   40    |
| 199_20010601_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 13928_20000317_ssd_annotated.conllu   |                   10 |                 8 |                   44.44 |
| dc3-7_ssd_annotated.conllu            |                    3 |                 8 |                   72.73 |
| dc2-13_ssd_annotated.conllu           |                    2 |                 6 |                   75    |
| 17715_20001022_ssd_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 38_19990902_c_ssd_annotated.conllu    |                    0 |                 4 |                  100    |
| 5282_20001108_ssd_annotated.conllu    |                    2 |                 6 |                   75    |
| 3788_20000405_ssd_annotated.conllu    |                    4 |                 0 |                    0    |
| 28_19990602_ssd_annotated.conllu      |                    4 |                 3 |                   42.86 |
| 123_20010202_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| a12-0_ssd_annotated.conllu            |                    9 |                 2 |                   18.18 |
| 10_20010402_a_ssd_annotated.conllu    |                    8 |                 7 |                   46.67 |
| 8193_20000511_ssd_annotated.conllu    |                   10 |                 5 |                   33.33 |
| d2-15_ssd_annotated.conllu            |                    7 |                 5 |                   41.67 |
| 114_20000401_ssd_annotated.conllu     |                   24 |                19 |                   44.19 |
| 127_19990602_ssd_annotated.conllu     |                   12 |                 3 |                   20    |
| 54_20011101_ssd_annotated.conllu      |                    4 |                10 |                   71.43 |
| 13150_20000316_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 94_19990901_ssd_annotated.conllu      |                   22 |                 2 |                    8.33 |
| 23719_20000629_ssd_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 112_20020102_ssd_annotated.conllu     |                   11 |                 2 |                   15.38 |
| 23195_20000328_ssd_annotated.conllu   |                    6 |                14 |                   70    |
| 19_19990602_d_ssd_annotated.conllu    |                    4 |                 1 |                   20    |
| 24886_20000330_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 25617_20000929_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 17195_20001021_ssd_annotated.conllu   |                    4 |                 8 |                   66.67 |
| 78_20010502_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| 135_20020301_ssd_annotated.conllu     |                    4 |                 7 |                   63.64 |
| 23700_20000229_ssd_annotated.conllu   |                    2 |                 9 |                   81.82 |
| 19561_20000830_ssd_annotated.conllu   |                    5 |                 2 |                   28.57 |
| 157_20010202_a_ssd_annotated.conllu   |                    1 |                 1 |                   50    |
| 4675_20000807_ssd_annotated.conllu    |                    5 |                 5 |                   50    |
| 90_20010701_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 18483_20000126_ssd_annotated.conllu   |                    7 |                10 |                   58.82 |
| 15989_20001221_ssd_annotated.conllu   |                    4 |                 8 |                   66.67 |
| 2970_20000604_ssd_annotated.conllu    |                    9 |                10 |                   52.63 |
| 3900_20000906_ssd_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 58_20010301_ssd_annotated.conllu      |                    3 |                 0 |                    0    |
| 16_19990501_a_ssd_annotated.conllu    |                   12 |                18 |                   60    |
| 16572_20000320_ssd_annotated.conllu   |                    7 |                 4 |                   36.36 |
| e1-3_ssd_annotated.conllu             |                   10 |                 3 |                   23.08 |
| 48_20020302_ssd_annotated.conllu      |                    3 |                12 |                   80    |
| 4636_20000109_ssd_annotated.conllu    |                    1 |                 4 |                   80    |
| 12432_20000416_ssd_annotated.conllu   |                    6 |                 5 |                   45.45 |
| t6-3_ssd_annotated.conllu             |                    7 |                 3 |                   30    |
| 135_19981202_ssd_annotated.conllu     |                    5 |                 2 |                   28.57 |
| 6_19990301_ssd_annotated.conllu       |                   10 |                 3 |                   23.08 |
| 17_20011001_ssd_annotated.conllu      |                   14 |                18 |                   56.25 |
| 3047_20000106_ssd_annotated.conllu    |                    1 |                 1 |                   50    |
| 85_20010902_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| 54_20010902_ssd_annotated.conllu      |                    0 |                 4 |                  100    |
| d2-10_ssd_annotated.conllu            |                    4 |                 7 |                   63.64 |
| 135_19981201_b_ssd_annotated.conllu   |                    1 |                 3 |                   75    |
| 63_20010901_ssd_annotated.conllu      |                    3 |                11 |                   78.57 |
| 84_20020401_ssd_annotated.conllu      |                    4 |                 3 |                   42.86 |
| 37_20020602_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| 10055_20000713_ssd_annotated.conllu   |                    4 |                 5 |                   55.56 |
| 13241_20000216_ssd_annotated.conllu   |                    6 |                 6 |                   50    |
| 111_20000202_ssd_annotated.conllu     |                    0 |                 5 |                  100    |
| 38_19990902_f_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| 7089_20000510_ssd_annotated.conllu    |                    3 |                 3 |                   50    |
| 106_20010202_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| dc3-2_ssd_annotated.conllu            |                    2 |                 8 |                   80    |
| 30_20020801_e_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 145_20011202_b_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 121_20020202_ssd_annotated.conllu     |                    5 |                 5 |                   50    |
| 21_20000202_a_ssd_annotated.conllu    |                    8 |                 0 |                    0    |
| 108_20000602_ssd_annotated.conllu     |                    0 |                 4 |                  100    |
| 8907_20000114_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 5694_20000908_ssd_annotated.conllu    |                    7 |                 2 |                   22.22 |
| 6594_20000308_ssd_annotated.conllu    |                    1 |                 5 |                   83.33 |
| t3-2_ssd_annotated.conllu             |                   31 |                 6 |                   16.22 |
| 98_19990302_ssd_annotated.conllu      |                    3 |                 6 |                   66.67 |
| 82_19991202_ssd_annotated.conllu      |                    5 |                 7 |                   58.33 |
| 12406_20000916_ssd_annotated.conllu   |                    7 |                 4 |                   36.36 |
| t4-8_ssd_annotated.conllu             |                    4 |                 6 |                   60    |
| 2519_20000203_ssd_annotated.conllu    |                    5 |                 2 |                   28.57 |
| t6-6_ssd_annotated.conllu             |                    5 |                 1 |                   16.67 |
| 113_20001202_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 94_20000802_ssd_annotated.conllu      |                    5 |                 6 |                   54.55 |
| 45_20000802_ssd_annotated.conllu      |                    1 |                 4 |                   80    |
| 131_20010801_ssd_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 18375_20000922_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 32_19990501_ssd_annotated.conllu      |                   10 |                 6 |                   37.5  |
| 10920_20001115_ssd_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 18733_20000223_ssd_annotated.conllu   |                    5 |                12 |                   70.59 |
| 9294_20000512_ssd_annotated.conllu    |                    6 |                 4 |                   40    |
| 5005_20001107_ssd_annotated.conllu    |                    0 |                10 |                  100    |
| 24699_20000229_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 19_19990602_a_ssd_annotated.conllu    |                   60 |                23 |                   27.71 |
| 12633_20000315_ssd_annotated.conllu   |                    7 |                 7 |                   50    |
| 17_20000602_a_ssd_annotated.conllu    |                    3 |                 3 |                   50    |
| 82_20011201_ssd_annotated.conllu      |                    3 |                 4 |                   57.14 |
| 77_20010502_ssd_annotated.conllu      |                    7 |                 8 |                   53.33 |
| t4-7_ssd_annotated.conllu             |                    8 |                 2 |                   20    |
| 21_20011202_ssd_annotated.conllu      |                    8 |                 0 |                    0    |
| dc10-12_ssd_annotated.conllu          |                   12 |                 2 |                   14.29 |
| 4_20020302_ssd_annotated.conllu       |                    1 |                 5 |                   83.33 |
| dc3-11_ssd_annotated.conllu           |                    7 |                 4 |                   36.36 |
| 26_19990701_c_ssd_annotated.conllu    |                    5 |                 1 |                   16.67 |
| 104_20020502_ssd_annotated.conllu     |                    5 |                14 |                   73.68 |
| 20_19990802_ssd_annotated.conllu      |                   11 |                17 |                   60.71 |
| 22653_20000227_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| a15-0_ssd_annotated.conllu            |                   11 |                 6 |                   35.29 |
| 53_20011201_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| 13789_20000317_ssd_annotated.conllu   |                    0 |                 4 |                  100    |
| 4020_20000906_ssd_annotated.conllu    |                    4 |                10 |                   71.43 |
| 91_20000301_ssd_annotated.conllu      |                    2 |                10 |                   83.33 |
| c1-5_ssd_annotated.conllu             |                   12 |                 4 |                   25    |
| 2252_20000704_ssd_annotated.conllu    |                    4 |                 4 |                   50    |
| 85_20010103_ssd_annotated.conllu      |                    5 |                15 |                   75    |
| 16532_20001020_ssd_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 178_20010401_c_ssd_annotated.conllu   |                    5 |                 1 |                   16.67 |
| 96_20020302_ssd_annotated.conllu      |                    3 |                 2 |                   40    |
| 86_20010301_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 113_20020302_ssd_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 1508_20000403_ssd_annotated.conllu    |                    1 |                 4 |                   80    |
| 34_20020601_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 5606_20000207_ssd_annotated.conllu    |                    5 |                 4 |                   44.44 |
| 41_20000601_ssd_annotated.conllu      |                    6 |                 4 |                   40    |
| 169_20010202_ssd_annotated.conllu     |                    6 |                 8 |                   57.14 |
| 186_20010401_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 15871_20001121_ssd_annotated.conllu   |                    4 |                10 |                   71.43 |
| 56_20020402_ssd_annotated.conllu      |                    0 |                 5 |                  100    |
| 18813_20000223_ssd_annotated.conllu   |                    2 |                 4 |                   66.67 |
| 111_C-4_ssd_annotated.conllu          |                    6 |                 7 |                   53.85 |
| 105_20000401_ssd_annotated.conllu     |                    4 |                 4 |                   50    |
| c4-1_ssd_annotated.conllu             |                    7 |                 4 |                   36.36 |
| 69_20000902_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| 14635_20000121_ssd_annotated.conllu   |                   12 |                 6 |                   33.33 |
| 15786_20001220_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| d1-1_ssd_annotated.conllu             |                    8 |                 3 |                   27.27 |
| 5814_20001208_ssd_annotated.conllu    |                    4 |                 6 |                   60    |
| 115_20020202_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 68_20000602_ssd_annotated.conllu      |                    1 |                 4 |                   80    |
| 17_19990201_ssd_annotated.conllu      |                    7 |                 2 |                   22.22 |
| t1-3_ssd_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 211_C-6_ssd_annotated.conllu          |                    3 |                 5 |                   62.5  |
| dc1-3_ssd_annotated.conllu            |                    6 |                 5 |                   45.45 |
| 55_20010102_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 68_20011201_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 19_20020501_ssd_annotated.conllu      |                   12 |                 7 |                   36.84 |
| 45_20010302_ssd_annotated.conllu      |                   14 |                11 |                   44    |
| 4412_20001107_ssd_annotated.conllu    |                    4 |                 5 |                   55.56 |
| 126_20010301_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| c1-0_ssd_annotated.conllu             |                   11 |                 4 |                   26.67 |
| 1617_20000703_ssd_annotated.conllu    |                    6 |                 4 |                   40    |
| 15346_20000420_ssd_annotated.conllu   |                    5 |                 4 |                   44.44 |
| 8396_20000310_ssd_annotated.conllu    |                    5 |                 8 |                   61.54 |
| 10_19981202_ssd_annotated.conllu      |                    7 |                 4 |                   36.36 |
| 29_19990103_ssd_annotated.conllu      |                   15 |                11 |                   42.31 |
| 14498_20000121_ssd_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 122_19990701_ssd_annotated.conllu     |                    6 |                 9 |                   60    |
| 65_19991001_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
