Número de oraciones principales con sujeto antepuesto: 5574
Número de oraciones principales sin sujeto antepuesto: 13824

Porcentaje de oraciones con sujeto antepuesto: 28.73 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| en_wr_34_24_3_9_msm_annotated.conllu     |                   21 |                 7 |                   25    |
| en_wr_38_18_6_6_ell_annotated.conllu     |                   17 |                16 |                   48.48 |
| en_wr_38_20_4_9_tva_annotated.conllu     |                   11 |                 5 |                   31.25 |
| en_wr_35_50_-_4_cmg_annotated.conllu     |                    7 |                 3 |                   30    |
| en_wr_40_28_2_2_jj_annotated.conllu      |                   27 |                 5 |                   15.62 |
| en_wr_35_40_-_7_n_annotated.conllu       |                   13 |                 7 |                   35    |
| en_wr_34_19_3_5_rf_annotated.conllu      |                   19 |                 0 |                    0    |
| en_wr_35_19_6_3_nmj_annotated.conllu     |                   11 |                16 |                   59.26 |
| en_wr_43_65_0_2_eb_annotated.conllu      |                    9 |                 9 |                   50    |
| en_wr_39_23_6_10_mf_annotated.conllu     |                   20 |                 8 |                   28.57 |
| en_wr_43_28_8_3_kem1_annotated.conllu    |                   22 |                 7 |                   24.14 |
| en_wr_43_48_7_4_jc_annotated.conllu      |                   12 |                 8 |                   40    |
| en_wr_38_42_1_10_kp_annotated.conllu     |                   14 |                 5 |                   26.32 |
| en_wr_40_22_9_7_eh_annotated.conllu      |                   20 |                 9 |                   31.03 |
| en_wr_35_21_3_6_cm_annotated.conllu      |                   11 |                 9 |                   45    |
| en_wr_38_30_9_3_jg_annotated.conllu      |                   19 |                12 |                   38.71 |
| en_wr_38_17_6_9_cmk_annotated.conllu     |                   21 |                22 |                   51.16 |
| en_wr_36_18_6_3_jyl_annotated.conllu     |                    6 |                34 |                   85    |
| en_wr_39_21_9_6_bbt_annotated.conllu     |                   14 |                 4 |                   22.22 |
| en_wr_33_42_5_5_rf_annotated.conllu      |                   23 |                13 |                   36.11 |
| en_wr_43_59_7_4_wre_annotated.conllu     |                   17 |                 5 |                   22.73 |
| en_wr_42_23_-_5_jg_annotated.conllu      |                   23 |                 3 |                   11.54 |
| en_wr_39_17_5_5_kap_annotated.conllu     |                   13 |                 8 |                   38.1  |
| en_wr_43_39_10_1_kd_annotated.conllu     |                   21 |                11 |                   34.38 |
| en_wr_34_47_5_6_ka_annotated.conllu      |                   13 |                 4 |                   23.53 |
| en_wr_38_18_4_6_mkr_annotated.conllu     |                   15 |                 5 |                   25    |
| en_wr_42_20_8_3_jel_annotated.conllu     |                   18 |                 6 |                   25    |
| en_wr_36_19_5_3_mwb_annotated.conllu     |                   14 |                23 |                   62.16 |
| en_wr_36_20_5_1_kd_annotated.conllu      |                   42 |                12 |                   22.22 |
| en_wr_41_18_4_5_lr_annotated.conllu      |                   17 |                12 |                   41.38 |
| en_wr_41_23_10_6_ak_annotated.conllu     |                   33 |                10 |                   23.26 |
| en_wr_37_31_3_9_hmvr_annotated.conllu    |                   11 |                 2 |                   15.38 |
| en_wr_39_21_8_5_jg_annotated.conllu      |                   17 |                12 |                   41.38 |
| en_wr_38_27_1_5_m_annotated.conllu       |                   25 |                 5 |                   16.67 |
| en_wr_34_54_2_1_jm_annotated.conllu      |                   14 |                 6 |                   30    |
| en_wr_41_19_7_5_kar_annotated.conllu     |                   32 |                 4 |                   11.11 |
| en_wr_35_20_8_5_jpcm_annotated.conllu    |                   19 |                 5 |                   20.83 |
| en_wr_40_19_4_5_ljs_annotated.conllu     |                   18 |                 2 |                   10    |
| en_wr_43_65_10_1_sdk_annotated.conllu    |                   23 |                 9 |                   28.12 |
| en_wr_37_19_6_4_ssc_annotated.conllu     |                   31 |                 3 |                    8.82 |
| en_wr_38_19_7_6_jdl_annotated.conllu     |                   26 |                 6 |                   18.75 |
| en_wr_40_25_11_10_jas_annotated.conllu   |                    9 |                11 |                   55    |
| en_wr_35_21_7_1_lmg_annotated.conllu     |                   30 |                 8 |                   21.05 |
| en_wr_41_19_5_3_aem_annotated.conllu     |                   13 |                 9 |                   40.91 |
| en_wr_35_22_3_5_aoz_annotated.conllu     |                   17 |                 4 |                   19.05 |
| en_wr_34_21_6_4_jlb_annotated.conllu     |                   18 |                 8 |                   30.77 |
| en_wr_43_35_15_11_pkm_annotated.conllu   |                    9 |                10 |                   52.63 |
| en_wr_39_26_2_5_skr_annotated.conllu     |                   10 |                 0 |                    0    |
| en_wr_39_24_5_7_wc_annotated.conllu      |                   32 |                10 |                   23.81 |
| en_wr_38_19_14_4_acg_annotated.conllu    |                   29 |                11 |                   27.5  |
| en_wr_42_49_15_4_sja_annotated.conllu    |                   14 |                 6 |                   30    |
| en_wr_35_32_0_9_km_annotated.conllu      |                   30 |                 4 |                   11.76 |
| en_wr_36_18_6_1_amf_annotated.conllu     |                   28 |                17 |                   37.78 |
| en_wr_35_22_7_1_sk_annotated.conllu      |                   14 |                10 |                   41.67 |
| en_wr_37_27_-_1_ect_annotated.conllu     |                   10 |                 9 |                   47.37 |
| en_wr_37_40_4_3_ra_annotated.conllu      |                   11 |                 8 |                   42.11 |
| en_wr_35_17_4_4_seo_annotated.conllu     |                   25 |                 9 |                   26.47 |
| en_wr_40_19_9_5_jc_annotated.conllu      |                   21 |                 8 |                   27.59 |
| en_wr_35_18_6_4_mjg_annotated.conllu     |                   20 |                 6 |                   23.08 |
| en_wr_38_19_5_10_lrr_annotated.conllu    |                   14 |                 3 |                   17.65 |
| en_wr_37_15_4_1_co_annotated.conllu      |                   27 |                13 |                   32.5  |
| en_wr_40_44_2_4_pg_annotated.conllu      |                   13 |                 2 |                   13.33 |
| en_wr_39_18_5_4_avm_annotated.conllu     |                   13 |                 2 |                   13.33 |
| en_wr_38_20_8_4_maa_annotated.conllu     |                   72 |                30 |                   29.41 |
| en_wr_39_23_8_6_m_annotated.conllu       |                   18 |                 7 |                   28    |
| en_wr_42_48_11_3_ope_annotated.conllu    |                   21 |                 3 |                   12.5  |
| en_wr_43_23_8_4_dar_annotated.conllu     |                   12 |                 3 |                   20    |
| en_wr_40_36_22_11_loj_annotated.conllu   |                   17 |                13 |                   43.33 |
| en_wr_41_57_10_3_sme_annotated.conllu    |                   26 |                12 |                   31.58 |
| en_wr_35_18_6_9_rdm_annotated.conllu     |                   13 |                 4 |                   23.53 |
| en_wr_40_21_3_10_djb_annotated.conllu    |                    6 |                15 |                   71.43 |
| en_wr_40_26_6_1_ms_annotated.conllu      |                   13 |                 6 |                   31.58 |
| en_wr_39_18_8_3_sin_annotated.conllu     |                   10 |                13 |                   56.52 |
| en_wr_34_16_4_6_tp_annotated.conllu      |                   17 |                 5 |                   22.73 |
| en_wr_41_31_16_9_ao_annotated.conllu     |                   14 |                13 |                   48.15 |
| en_wr_39_26_12_4_rml_annotated.conllu    |                   34 |                 3 |                    8.11 |
+------------------------------------------+----------------------+-------------------+-------------------------+
